globalIdentifier,definition,example,identifier,title,parentId,statusId,id,parent,note,denotation
6acc314b-15b5-492d-965c-7d63dd395a98,konstruktivt system som har bärande eller stabiliserande funktion,Bärande konstruktioner,B_,Bärverk,0,0,575578,,,
689ab650-b207-444e-bd92-b89512c0b96b,bärverk som avslutar ett utrymme nedåt,"Installationsgolv, bjälklagsöverbyggnad",BF,Golvstomme,575578,0,575583,575578.0,,
e971fae5-006a-45f1-a987-cdee29fd8927,golvstomme i form av ett pågjutet skikt,flytande golv,BF10,Pågjuten golvstomme,575583,0,311423,575583.0,,
c3a9acd1-b8d0-4b17-806b-365d70d381a1,golvstomme i form av ett pålagt skikt,underlagsgolv,BF20,Undergolvsstomme,575583,0,311424,575583.0,,
f7379f25-dff6-4099-8d48-1a62f76c2c07,golvstomme i form av ett upphöjt skikt,ventilerat golv,BF30,Installationsgolvsstomme,575583,0,311425,575583.0,,
e572b27d-8cd7-4185-8e6e-536dc306e735,bärverk som avslutar ett utrymme uppåt,"innertak, nedhängt undertak, nedpendlat undertak",BG,Undertaksstomme,575578,0,575584,575578.0,,
84e77107-157f-4bce-a0c9-2927c6c2d6ca,bärverk som stödjer eller bär upp försörjnings- eller distributionssystem,"kabelstegar, kabelbrunnar, kabelrännor, kabelskydd, kontaktledningsstolpar, portaler, kraftverksstolpar, rörbryggor, rörkulvertar, skyddsrör, stolpar",BH,Kanalisation,575578,0,575585,575578.0,,
d0eb01e9-208b-48a2-82db-b53b076ee7fb,"kanalisation i byggnad, synlig",,BH10,Öppen kanalisation,575585,0,311426,575585.0,,
7890067f-171f-407b-b7da-674ec509ab63,"kanalisation i byggnad, dold",,BH20,Dold kanalisation,575585,0,311427,575585.0,,
126fe727-3408-4f5c-96a6-e6ab84825dbb,kanalisation utomhus i luft,"hängverk
",BH30,Kanalisation över mark,575585,0,311428,575585.0,,
15940af5-054f-4f22-920d-1d8c95ca548b,kanalisation utomhus i mark,,BH40,Kanalisation i mark,575585,0,311429,575585.0,,
17a09cab-a3cb-410f-9b1c-7f65a517cd61,bärverk av förenade och samverkande stänger för horisontellt och vertikalt stöd,,BJ,Pelar-balkstomme,575578,0,575586,575578.0,Ej i ISO/IEC 81346-12:2018.,
c2d10e59-e1c0-4a74-bba3-b9da0d61fc38,pelar-balkstomme som stöder annan konstruktion,,BJ10,Stödkonstruktion,575586,0,311574,575586.0,,
0fd1ef70-97f7-4207-9c79-be9e23ebf518,bärverk för broöverbyggnad,"Bryggunderbyggnad, ändstöd, mellanstöd, landfäste, brounderbyggnad",BL,Bärverk i bro,575578,0,575587,575578.0,Ej i ISO/IEC 81346-12:2018.,
8e66be26-7bc6-4bd3-a611-78f5b3764541,bärverk i bro i broände,landfäste,BL10,Ändstöd,575587,0,311527,575587.0,,
530c22e1-e6c0-4d34-8366-c5dcc8d8c276,bärverk i bro mellan broändar,"skivstöd, pelarstöd, enpelarstöd, flerpelarstöd",BL20,Mellanstöd,575587,0,311528,575587.0,,
cacdbeab-e4af-4c07-b83a-8d55a89fb50c,bärverk i bro i anslutning till mark,,BL30,Landfäste,575587,0,311549,575587.0,,
86662b60-e867-4d7e-bac1-ee48238468af,bärverk i utgrävning för tunnel och bergrum,,BM,Bärande huvudsystem i berg,575578,0,575588,575578.0,Ej i ISO/IEC 81346-12:2018.,
9bf9e9e5-d1c0-4b79-b0d6-eb97050e6293,bärande huvudsystem i berg genom förstärkning,,BM10,Bergförstärkning,575588,0,311529,575588.0,,
545d0097-0be2-4277-9615-e7a1f8d5ce25,bergörstärkning med sprutbetong,,BM11,Bergförstärkning med sprutbetong,311529,0,312609,311529.0,,
8f1c79b4-72db-4b12-9772-2393ab434ad9,bergförstärkning med förankring,,BM12,Bergförstärkning med förankring,311529,0,312610,311529.0,,
10981537-658d-4236-a940-2916ccdb8523,bärande huvudsystem i berg genom fast inklädnad,,BM20,Betonglining,575588,0,311530,575588.0,,
925be775-47a5-4d5f-bb6b-4a609df40139,bärverk i tätande konstruktion vid tunnelmynning,,BN,Trågstomme,575578,0,575589,575578.0,Ej i ISO/IEC 81346-12:2018.,
d4538c4c-b365-4c34-8bc8-379b031c9127,bärverk runt öppning i tunnel,,BP,Tunnelportalsstomme,575578,0,575590,575578.0,Ej i ISO/IEC 81346-12:2018.,
9d87cf10-1371-4724-acf9-830e846019de,bärverk under terrasskonstruktion,"Befintlig mark, undergrund",BA,Undermark,575578,0,575679,575578.0,"""Groundworks structure"" i ISO/IEC 81346-12:2018. Definition: ""Structural system forming a regulated volume of underground"".

Används i CoClass för att redovisa befintlig mark (undergrund).",
273492fb-00d0-4213-a908-2cdd9378a3a7,bärverk som förbinder ett byggnadsverk med terrassen,,BB,Grundstomme,575578,0,575579,575578.0,Det konstruktiva systemet BB avser bärande och stabiliserande byggdelar i AB Grundkonstruktion. I den senare ingår hela grundkonstruktionen med alla sina skikt.,
6fcc14bf-f069-4826-9c33-8b6fa04c86d3,grundstomme i form av ett styvt liggande plan,Platta på mark,BB10,Plattgrundsstomme,575579,0,311578,575579.0,,
ac4f8107-b3a1-4c24-b1d8-1ca2f6436440,grundstomme i form av ett stående plan,torpargrund,BB20,Grundmursstomme,575579,0,311579,575579.0,,
842b0aa7-4eb1-4517-9cdd-c2664e3de4b5,grundmursstomme av prefabricerade element,byggdelstyp 31,BB21,Grundmursstomme av prefabricerade element,311579,0,312548,311579.0,,
6f105e76-f5e0-4ed4-bff1-d12ae702813f,platsgjuten grundmursstomme,byggdelstyp 11,BB22,Platsgjuten grundmursstomme,311579,0,312549,311579.0,,
bc75ad4a-e784-48b9-bb6e-ba3d9568fe20,grundstomme i form av  vertikalt långsträckta objekt,,BB30,Plintgrundsstomme,575579,0,311582,575579.0,,
df43ccae-cccb-41c8-97c6-65b658d1bcee,plintgrundsstomme av prefabricerade element,byggdelstyp 31,BB31,Plintgrundstomme av prefabricerade element,311582,0,312541,311582.0,,
ef0164fa-dd51-49d8-8ee9-bbe5aeed301c,platsgjuten plintgrundsstomme,byggdelstyp 11,BB32,Platsgjuten plintgrundsstomme,311582,0,312542,311582.0,,
16826b5e-ff41-469d-a020-faf4da024526,grundstomme i form av ett flexibelt liggande plan,,BB40,Rustbädd,575579,0,311580,575579.0,,
06c71a1e-cb5f-41f6-bbb9-ba0b2a213e14,bärverk i fasadkonstruktion,,BQ,Fasadbärverk,575578,0,575671,575578.0,"Ej i ISO/IEC 81346-12:2018.

Det konstruktiva systemet BQ avser bärande och stabiliserande byggdelar i
fasadkonstruktionen.",
038f3726-53cd-4480-a2db-25df58f336b5,bärverk i en vertikal avskiljare,,BD,Väggstomme,575578,0,575581,575578.0,Det konstruktiva systemet BD avser bärande och stabiliserande byggdelar i väggkonstruktionen.,
9e792633-06bb-4183-953a-2552bc772e07,väggstomme i form av ett homogent skikt,,BD10,Solid väggstomme,575581,0,311585,575581.0,,
21614a16-531b-4f75-959c-84d188aec599,solid väggstomme av platsgjuten betong,byggdelstyp 11,BD11,Solid väggstomme av platsgjuten betong,311585,0,312527,311585.0,,
cb947feb-a99b-4704-b074-c965c1f300db,solid väggstomme av glidformsgjuten betong,byggdelstyp 12,BD12,Solid väggstomme av glidformsgjuten betong,311585,0,312528,311585.0,,
e1b02e14-ca80-4e37-b7ee-3e7c49272fee,solid väggstomme av prefabricerade element av betong,byggdelstyp 31,BD13,Solid väggstomme av prefabricerade element av betong,311585,0,312529,311585.0,,
9500eafb-0847-4c7d-b18d-ef65a3daa69c,solid väggstomme av prefabricerade element av autoklaverad lättbetong,byggdelstyp 32,BD14,Solid väggstomme av prefabricerade element av autoklaverad lättbetong,311585,0,312530,311585.0,,
b2336703-b55d-4fc5-8eb2-9ddde546739d,solid väggstomme av prefabricerade element av lättklinkerbetong,byggdelstyp 33,BD15,Solid väggstomme av prefabricerade element av lättklinkerbetong,311585,0,312531,311585.0,,
d7b8742d-170c-4026-a08b-b5021ae6e80e,solid väggstomme av prefabricerade element av trä,"massivträ, KL-element, KL-skivor, byggdelstyp 35",BD16,Solid väggstomme av prefabricerade element av trä,311585,0,312532,311585.0,,
0449cc73-0277-419c-aef4-4ad3deca27ae,väggstomme i form av pelare,,BD20,Pelarväggstomme,575581,0,311584,575581.0,,
86163c23-5a71-487a-9444-ce6072687bf4,pelarväggstomme av platsgjuten betong,byggdelstyp 11,BD21,Pelarväggstomme av platsgjuten betong,311584,0,312533,311584.0,,
5755f99d-7e45-41a2-9d05-dbda0fe95613,pelarväggstomme av murverk,byggdelstyp 21,BD22,Pelarväggstomme av murverk,311584,0,312534,311584.0,,
7e393513-223b-4b46-82f3-af9921b501b5,pelarväggstomme av prefabricerade element av betong,byggdelstyp 31,BD23,Pelarväggstomme av prefabricerade element av betong,311584,0,312535,311584.0,,
51ad7de4-dc9b-4a50-95aa-faa57f746921,pelarväggstomme av prefabricerade element av stål,byggdelstyp 34,BD24,Pelarväggstomme av prefabricerade element av stål,311584,0,312536,311584.0,,
30e2ab7b-ada3-4240-9cbb-0fd187121c6a,pelarväggstomme av prefabricerade element av trä,byggdelstyp 35,BD25,Pelarväggstomme av prefabricerade element av trä,311584,0,312537,311584.0,,
14f3e472-c060-4ed7-90a5-920a306c1b05,pelarväggstomme av formvaror av trä,byggdelstyp 42,BD26,Pelarväggstomme av formvaror av trä,311584,0,312538,311584.0,,
83dc071b-c916-4923-b0f7-58ec09cbbf13,pelarväggstomme av formvaror av stål,byggdelstyp 51,BD27,Pelarväggstomme av formvaror av stål,311584,0,312539,311584.0,,
13f65334-c452-4a05-86c8-80f65e0c96e3,väggstomme i form av ett ramverk av pelare och balkar,"regelvägg, byggdelstyp 40",BD30,Pelar-balkväggstomme,575581,0,311586,575581.0,,
8281ebab-7dbb-43c1-bcfa-446723f9a5e7,pelar-balkväggstomme med platsbyggd regelstomme av trä,byggdelstyp 42,BD31,Pelar-balkväggstomme med platsbyggd regelstomme av trä,311586,0,312523,311586.0,,
00e113d0-4818-4041-ade8-38ab61f6354e,pelar-balkväggstomme med platsbyggd regelstomme av stål,byggdelstyp 41,BD32,Pelar-balkväggstomme med platsbyggd regelstomme av stål,311586,0,312524,311586.0,,
235b1207-52ff-4254-8cf4-f98130ca5b88,pelar-balkväggstomme med prefabricerad regelstomme av trä,byggdelstyp 37,BD33,Pelar-balkväggstomme med prefabricerad regelstomme av trä,311586,0,312525,311586.0,,
616ff8b5-86b0-48fa-9335-028e36972289,pelar-balkväggstomme med prefabricerad regelstomme av stål,byggdelstyp 36,BD34,Pelar-balkväggstomme med prefabricerad regelstomme av stål,311586,0,312526,311586.0,,
5038402a-e019-4ac6-b12e-fd585dba4ea7,väggstomme i form av sammanfogade skikt,,BD40,Sandwichväggstomme,575581,0,311587,575581.0,,
2675579f-fb28-4473-a5b9-975b81b675c1,väggstomme i form av sammanfogade block,byggdelstyp 21,BD50,Murad väggstomme,575581,0,311588,575581.0,,
0c54d114-2d3a-405c-962e-d5a75a58659a,murad väggstomme av betong,,BD51,Murad väggstomme av betong,311588,0,312518,311588.0,,
b1b1aef2-08de-4d56-b34c-1d1b462d4dff,murad väggstomme av autoklaverad lättbetong,"byggdelstyp 32, gasbetong",BD52,Murad väggstomme av autoklaverad lättbetong,311588,0,312519,311588.0,,
4e956a17-bcca-44c1-b604-90e3070eb5b7,murad väggstomme av lättklinkerbetong,byggdelstyp 33,BD53,Murad väggstomme av lättklinkerbetong,311588,0,312520,311588.0,,
e6c390ee-676c-4460-856c-66297a87c527,murad väggstomme av tegel,,BD54,Murad väggstomme av tegel,311588,0,312521,311588.0,,
f157824a-3960-45fe-a261-16de4368860d,murad väggstomme av glasblock,,BD55,Murad väggstomme av glasblock,311588,0,312522,311588.0,,
ecdadc85-6a79-4f85-9672-43f347429b84,rörlig väggstomme,,BD60,Rörlig väggstomme,575581,0,311589,575581.0,,
ea9d70b4-d00d-4ebd-89a5-6fda6f8a8298,väggstomme av bearbetat berg,Bergrumsväggstomme,BD70,Tunnelväggsstomme,575581,0,311590,575581.0,,
4250ded1-1da6-40b8-a0d2-f199f94d301d,tunnelväggsstomme av förstärkt berg,,BD71,Förstärkt tunnelvägg,311590,0,312516,311590.0,,
cd7cb02e-d703-42a7-9dac-e522069c9961,tunnelväggsstomme av separat betongskikt,,BD72,Betonglining,311590,0,312517,311590.0,,
53d1ffbd-2ab2-4308-8441-493548337b49,bärverk i en horisontell avskiljare,"Brobanestomme, bryggstomme",BC,Bjälklagsstomme,575578,0,575580,575578.0,Det konstruktiva systemet BC avser bärande och stabiliserande byggdelar i AC Bjälklagskonstruktion. I den senare ingår hela bjälklagskonstruktionen med alla sina skikt.,
406006c7-22e5-429d-9df5-00d6ce4cc9be,bjälklagsstomme med kärna i form av ett homogent skikt,"Massivplatta, håldäck, plattbjälklag, plattbro, plattbärlag, plattrambro, trågbalkbro, filigranbjälklag",BC10,Solid bjälklagsstomme,575580,0,311581,575580.0,,
aec5db53-e51a-4e22-8ac5-af3124d18bd5,solid bjälklagsstomme av platsgjuten betong,,BC11,Solid bjälklagsstomme av platsgjuten betong,311581,0,312543,311581.0,,
a3678132-749c-4447-8ac1-e8f123a8f2e0,solid bjälklagsstomme av prefabricerade element av betong,byggdelstyp 31,BC13,Solid bjälklagsstomme av prefabricerade element av betong,311581,0,312544,311581.0,,
85d32a5d-1c0f-4b81-ad06-279c91d3e566,solid bjälklagsstomme av prefabricerade element av autoklaverad lättbetong,byggdelstyp 32,BC14,Solid bjälklagsstomme av prefabricerade element av autoklaverad lättbetong,311581,0,312545,311581.0,,
0601a5dc-86c7-45b0-8979-78af2d14192e,solid bjälklagsstomme av prefabricerade element av lättklinkerbetong,byggdelstyp 33,BC15,Solid bjälklagsstomme av prefabricerade element av lättklinkerbetong,311581,0,312546,311581.0,,
e839ad97-4f95-42a9-8ad2-45261648a069,solid bjälklagsstomme av prefabricerade element av trä,byggdelstyp 35,BC16,Solid bjälklagsstomme av prefabricerade element av trä,311581,0,312547,311581.0,,
2af7b9f6-21cb-43a9-9e74-ce979ab9bf6d,bjälklagsstomme med kärna i form av balkar,"Balkbjälklag, balkrambro, balkbro",BC20,Bjälklagsstomme av balkar,575580,0,311583,575580.0,,
44bdbee8-2e09-4cb9-b3fb-93a754279caf,bjälklagsstomme av balkar av platsgjuten betong,byggdelstyp 11,BC21,Bjälklagsstomme av balkar av platsgjuten betong,311583,0,312540,311583.0,,
7a1bbd47-7c9f-4f4a-ad84-39ede5d33aa8,bjälklagsstomme av balkar av murverk,byggdelstyp 21,BC22,Bjälklagsstomme av balkar av murverk,311583,0,312499,311583.0,,
228724ec-4ae5-4180-8adf-749986868697,bjälklagsstomme av balkar av prefabricerade element av betong,byggdelstyp 31,BC23,Bjälklagsstomme av balkar av prefabricerade element av betong,311583,0,312500,311583.0,,
b7465a66-e54e-4907-9730-39dfcb630a0b,bjälklagsstomme av balkar av prefabricerade element av stål,,BC24,Bjälklagsstomme av balkar av prefabricerade element av stål,311583,0,312501,311583.0,,
309aea03-066f-436d-8b23-5e2b98dcb6d0,bjälklagsstomme av balkar av prefabricerade element av trä,byggdelstyp 35,BC25,Bjälklagsstomme av balkar av prefabricerade element av trä,311583,0,312502,311583.0,,
2fb33799-d9b0-455d-bbe5-246c3f1339b4,bjälklagsstomme av balkar av formvaror av trä,,BC26,Bjälklagsstomme av balkar av formvaror av trä,311583,0,312503,311583.0,,
877d4bae-c747-47dc-a629-3672768cdd51,bjälklagsstomme av balkar av formvaror av stål,,BC27,Bjälklagsstomme av balkar av formvaror av stål,311583,0,312504,311583.0,,
4d8be36d-fe37-4698-bffd-ca8ae2616a90,bjälklagsstomme av balkar av prefabricerade element av lättklinkerbetong,,BC28,Bjälklagsstomme av balkar av prefabricerade element av lättklinkerbetong,311583,0,312515,311583.0,,
03bd00d2-669b-4f97-9c6d-ea0ecd3d7344,bärverk som avslutar ett byggnadsverk uppåt,"takstomme, ytterbjälklagsstomme",BE,Yttertaksstomme,575578,0,575582,575578.0,Det konstruktiva systemet BE avser bärande och stabiliserande byggdelar i yttertakskonstruktionen.,
b718b225-9680-4d7b-9463-adbc7dfabe96,yttertaksstomme i form av ett solitt skikt,,BE10,Solid yttertaksstomme,575582,0,311596,575582.0,,
08d33b10-4608-4c80-b658-5165afac38ef,solid yttertaksstomme av platsgjuten betong,byggdelstyp 11,BE11,Solid yttertaksstomme av platsgjuten betong,311596,0,312492,311596.0,,
12755a66-6ebb-4901-9510-a80daebd5074,solid yttertaksstomme av prefabricerade element av betong,byggdelstyp 31,BE12,Solid yttertaksstomme av prefabricerade element av betong,311596,0,312493,311596.0,,
4bdb606a-6bfd-41fd-9eec-0334e7ffc45a,solid yttertaksstomme av prefabricerade element av autoklaverad lättbetong,byggdelstyp 32,BE13,Solid yttertaksstomme av prefabricerade element av autoklaverad lättbetong,311596,0,312494,311596.0,,
a50722b3-f0b3-48f9-8c94-21282bcd2ed1,solid yttertaksstomme av prefabricerade element av lättklinkerbetong,byggdelstyp 33,BE14,Solid yttertaksstomme av prefabricerade element av lättklinkerbetong,311596,0,312495,311596.0,,
e4830919-283c-4e46-8283-90c02e7216c5,solid yttertaksstomme av prefabricerade element av trä,byggdelstyp 35,BE15,Solid yttertaksstomme av prefabricerade element av trä,311596,0,312496,311596.0,,
47d472cb-bf81-41c5-bd24-41e23f124e5d,solid yttertaksstomme av prefabricerade element av stål,byggdelstyp 34,BE16,Solid yttertaksstomme av prefabricerade element av stål,311596,0,312508,311596.0,,
f23faef8-00b2-4b89-9630-69049916c7eb,yttertaksstomme i form av långsträckta objekt,primärbärverk,BE20,Yttertaksstomme av balkar,575582,0,311591,575582.0,,
4e46f152-8399-4cf8-80ce-674cddf0279d,yttertaksstomme av balkar av betong,"takstolar, byggdelstyp 31",BE22,Yttertaksstomme med balkar av betong,311591,0,312509,311591.0,,
7e9dd79d-9f7a-4301-b61d-0348a6a3c1a0,yttertaksstomme av balkar av trä,"takstolar, byggdelstyp 35",BE25,Yttertaksstomme med balkar av trä,311591,0,312510,311591.0,,
dfee609f-7467-4e40-b366-141e48d06eac,yttertaksstomme av balkar av stål,"takstolar, byggdelstyp 34",BE26,Yttertaksstomme med balkar av stål,311591,0,312511,311591.0,,
6d41d83d-2588-4fda-8b44-44031c4be61e,yttertaksstomme i form av sammanfogade skikt,,BE40,Yttertaksstomme av sandwichkonstruktion,575582,0,311592,575582.0,,
c127051a-b493-47b0-81c0-73fd2675b463,yttertaksstomme i form av block,,BE50,Murad yttertaksstomme,575582,0,311593,575582.0,,
043155fc-eb20-475b-a9ad-af492aa47530,rörlig yttertaksstomme,,BE60,Rörlig yttertaksstomme,575582,0,311594,575582.0,,
bf29b71d-924d-439f-b567-e8af54d4218e,yttertaksstomme av bearbetat berg,,BE70,Bergtunneltaksstomme,575582,0,311595,575582.0,,
ad471446-b592-4a83-b396-3840852774bd,"konstruktivt system som formar utrymmen på, i och under mark",Mark,C_,Markkonstruktion,0,0,575591,,,
7f958c97-8ed0-4cf7-b244-a27ed0120b13,markkonstruktion för hårdgjort utrymme utomhus,,CB,Överbyggnad för väg och plan,575591,0,575592,575591.0,,
f5ef9604-1acd-4f98-b60e-c125cbe71c93,"""överbyggnad för väg och plan utan hydrauliskt bundet lager""",,CB10,Flexibel överbyggnad för väg och plan,575592,0,311433,575592.0,,
4d62a98d-4592-417f-a224-eaf2af954df7,överbyggnad för väg och plan med minst ett hydrauliskt bundet sammanhängande lager,,CB20,Styv överbyggnad för väg och plan,575592,0,311434,575592.0,,
679d5062-e1d3-4689-8cd6-01f83f1c0629,markkonstruktion för säkerhetszon för trafik,,CD,Överbyggnad för sidoområde,575591,0,575593,575591.0,,
4e4f4df2-58a6-4163-b9f7-a7b94f41b4d3,överbyggnad för sidoområde för specifik lutning,"bank
",CD10,Överbyggnad för slänt,575593,0,311485,575593.0,,
ae9f2ae8-781f-4ceb-ba9f-d3aa5f807aad,överbyggnad för slänt som avslutar vägslänt vid landfäste för bro,,CD11,Överbyggnad för kon,311485,0,312621,311485.0,,
6e57e1d0-3cc7-4388-a68d-2980aa656755,överbyggnad för sidoområde för sidoremsa ,,CD20,Överbyggnad för sidoremsa,575593,0,311374,575593.0,,
d687bfb8-e4e3-4180-9247-49b95b1af023,överbyggnad för sidoområde för stödremsa ,,CD30,Överbyggnad för stödremsa,575593,0,311375,575593.0,,
4a7a8b90-7899-4c9a-bcf1-92c7e3e50559,överbyggnad för sidoområde för mittremsa ,,CD40,Överbyggnad för mittremsa,575593,0,311376,575593.0,,
95282d61-c426-41cf-8d5b-c0b702882d89,markkonstruktion som utgör underlag för banöverbyggnad,,CE,Banunderbyggnad,575591,0,575594,575591.0,,
07a2b7f3-3b01-4511-b3fb-511cf7c9d2f1,banunderbyggnad på egen fyllning,,CE10,Banunderbyggnad på banvall,575594,0,311377,575594.0,,
5e2f3dd0-78ee-4a44-a377-40a85946dce1,banunderbyggnad i vägöverbyggnad,,CE20,Banunderbyggnad i gata,575594,0,311378,575594.0,,
9237cf69-37a4-4e17-88b7-264a3f4657a5,banunderbyggnad i bergtunnel,,CE30,Banunderbyggnad i tunnel,575594,0,311379,575594.0,,
30ae8b1d-4f2a-41df-a145-844c2e40c4fe,banunderbyggnad på brobjälklag,,CE40,Banunderbyggnad på bro,575594,0,311380,575594.0,,
798387b9-d020-4f79-85ea-eaa2bf34353c,markkonstruktion för vegetationsyta,,CF,Överbyggnad för vegetationsyta,575591,0,575595,575591.0,,
9f6c0145-4266-44cb-b287-3ca05a8f1147,"överbyggnad för vegetationsyta, ej trafikerbar ",,CF10,Mjuk växtbädd,575595,0,311381,575595.0,,
697003da-0968-4340-9eb4-17977f63c3e1,mjuk växtbädd för planteringsyta,,CF11,Växtbädd för planteringsyta,311381,0,312554,311381.0,,
6e7cc6a4-985f-4f0d-8c97-cb6b97454cfc,mjuk växtbädd för gräsyta,,CF12,Växtbädd för gräsyta,311381,0,312555,311381.0,,
59375687-445d-4f53-81f7-b5aa3adae656,"överbyggnad för vegetationsyta, trafikerbar ","Skelettjord
",CF20,Hård växtbädd,575595,0,311382,575595.0,"Hårda växtbäddar – skelettjord – byggs upp av grovt krossmaterial, blandat med mullhaltig jord. Fukthållande lager och dräneringslager kan ingå i växtbädden.",
0e533772-62ef-4652-8c09-82646a16395a,överbyggnad för vegetationsyta för omhändertagande av dagvatten,,CF30,Växtbädd för infiltration,575595,0,311383,575595.0,,
97462fcf-5fc5-4183-863c-9331655da1f3,överbyggnad för vegetationsyta med ramkonstruktion under mark,,CF40,Trädgrop,575595,0,311384,575595.0,,
b6895c19-b0e3-43e5-8e8a-b191777cf1ab,överbyggnad för vegetationsyta med ramkonstruktion över mark,,CF50,Planteringslåda,575595,0,311385,575595.0,"Avser upphöjd plantering utförd av låga stödmurar. Mindre, vanligen flyttbara planteringslådor finns i klass CNA, typ CNA42 Planteringskärl.
",
1b9d4ed1-6f78-420e-b588-09a0dba944b2,"markkonstruktion för transport, lagring eller infiltration av vatten, eller som bildar utrymme vid eller över vatten",Vattenbyggnad,CG,Vattenbyggnadskonstruktion,575591,0,575596,575591.0,,
c61bb363-f5e8-4bf6-acf1-7ea341c5d5be,flexibel vattenbyggnadskonstruktion som leder eller lagrar öppet vatten,"Amfibiedamm, plaskdamm, prydnadsdamm, vattenmagasin
",CG10,Flexibel konstruktion för öppen vattenhantering,575596,0,311386,575596.0,Avser diken och dammar för exempelvis lokalt omhändertagande (LOD) och buffring av dagvatten.,
d222bfc8-2e24-4b76-9fb4-d333173f43cc,styv vattenbyggnadskonstruktion som leder eller lagrar öppet vatten,"Bassäng, fontän, pool
",CG20,Styv konstruktion för öppen vattenhantering,575596,0,311387,575596.0,Avser olika typer av bassänger och prydnadsanläggningar med vatten.,
3efd35bb-b4f2-4700-8e65-a1af97ce5611,vattenbyggnadskonstruktion som leder vatten in i mark,"Markbädd
",CG30,Konstruktion för infiltration,575596,0,311388,575596.0,Avser konstruktioner för lokalt omhändertagande av dagvatten (LOD) och för rening av spillvatten.,
317ec739-a8a2-420d-919d-f6c3c25233da,vattenbyggnadskonstruktion för tätning mot och avledning av vatten i mark,"Hydrauliskt tätande konstruktion, tunneltätningskonstruktion
",CG40,Konstruktion för tätning och vattenavledning,575596,0,311389,575596.0,,
d63262ba-b704-4230-80ee-a31033ad1a1d,vattenbyggnadskonstruktion för sluten ledning av vatten i mark,"Tilloppstunnel
",CG50,Konstruktion för vattentunnel,575596,0,311390,575596.0,,
d6fb3c23-6354-4e2c-8425-4ac8e9a12e21,markkonstruktion som bär vertikal eller horisontell last,"spontkonstruktion, dammväggskonstruktion, kajväggskonstruktion, pirkonstruktion, fundamentkonstruktion",CJ,Fundaments- och markstödskonstruktion,575591,0,575598,575591.0,,
b21dc018-7aab-45c1-9a6b-a6afe7d6f010,markstödskonstruktion som ger horisontellt stöd till mark,,CJ10,Stödmurskonstruktion,575598,0,311393,575598.0,,
1614f224-d802-4b2f-a7d2-fd8916d8100f,stödmurskonstruktion av vertikala långsträckta element,,CJ11,Spontkonstruktion,311393,0,312584,311393.0,,
7cf24147-c76e-4618-bc1e-a758fddc9b24,stödmurskonstruktion som skapar utrymme i mark framför tillträdesanordningar,,CJ12,Ljusbrunnskonstruktion,311393,0,312557,311393.0,,
a51e05d9-e71f-426c-a93a-da26737ccd9a,markstödskonstruktion som dämmer vatten,,CJ20,Dammväggskonstruktion,575598,0,311394,575598.0,,
95a56f96-78f4-4a75-90ed-dbee4fbd5121,markstödskonstruktion som ger horisontellt stöd till mark i anslutning till vatten,,CJ30,Kajväggskonstruktion,575598,0,311395,575598.0,,
da62df5d-1cb0-406b-9edf-87ca843b038a,långsträckt markstödskonstruktion på tre sidor omgärdad av vatten,,CJ40,Pirkonstruktion,575598,0,311396,575598.0,,
d35dadb6-350c-4af4-81a7-46235539ae72,markstödskonstruktion som ger vertikalt stöd och förankring i mark,,CJ50,Fundamentkonstruktion,575598,0,311397,575598.0,,
59effe85-5344-4e43-82dc-dc76883ec541,markkonstruktion som avskiljer utrymmen,"Bergskärning, mur, kyrkogårdsmur",CL,Terrängmurskonstruktion,575591,0,575600,575591.0,,
64c1ec92-f982-454b-b55a-5125a5bd51a2,markkonstruktion under mark,,CN,Tunnel- och bergrumsgeometri,575591,0,575601,575591.0,Ej i ISO/IEC 81346-12:2018.,
81a34d42-acf5-4919-bf39-79acdb6fc7cf,tunnel- och bergrumsgeometri för horisontellt utrymme,,CN10,Bergtunnels- och bergrumskontur,575601,0,311531,575601.0,,
3dfb5f2d-8f93-41d5-b7dd-9f4289f89d0a,tunnel- och bergrumsgeometri för vertikalt utrymme,,CN20,Vertikal bergschaktkontur,575601,0,311532,575601.0,,
f5bea001-5be0-46e8-af21-ac0d2a9f7dc0,markkonstruktion i vägbana för skydd av fotgängare eller för styrning av trafikströmmar i korsning,"Refug, rondell",CC,Överbyggnad för trafikö,575591,0,575672,575591.0,,
cb2ee47d-9c26-4e18-9210-78cfceecc26c,överbyggnad för trafikö utan hydrauliskt bundet lager,,CC10,Flexibel överbyggnad för trafikö,575672,0,311435,575672.0,,
270d911a-cb11-48e9-9129-41d3f1590e23,flexibel överbyggnad för trafikö i form av rondell,,CC11,Flexibel överbyggnad för rondell,311435,0,312634,311435.0,,
9d078128-7dbd-4174-86ab-80aa37793e0f,flexibel överbyggnad för trafikö i form av refug,,CC12,Flexibel överbyggnad för refug,311435,0,312635,311435.0,,
cf1d5696-8406-4cfc-b129-af0be8fa36be,överbyggnad för trafikö med minst ett hydrauliskt bundet sammanhängande lager,,CC20,Styv överbyggnad för trafikö,575672,0,311484,575672.0,,
3aeb830c-e888-4e14-9524-2ef8f5c3e9f2,styv överbyggnad för trafikö i form av rondell,,CC21,Styv överbyggnad för rondell,311484,0,312622,311484.0,,
