globalIdentifier,definition,example,identifier,title,parentId,statusId,id,parent,note,denotation
3f4f48d4-2885-49a3-a0df-b4d16b24bd6f,yttertakskonstruktion med kärna i form av ett solitt skikt,,AE10,Yttertakskonstruktion med solid stomme,575570,0,311483,575570.0,,
339f63e4-8658-4798-af76-c5cf109fae0d,yttertakskonstruktion med solid stomme av platsgjuten betong,"byggdelstyp 11
",AE11,Yttertakskonstruktion med solid stomme av platsgjuten betong,311483,0,312624,311483.0,,
4a78e122-c603-44a9-91b4-1357d95049c6,yttertakskonstruktion med solid stomme av prefabricerade element av betong,"byggdelstyp 31
",AE12,Yttertakskonstruktion med solid stomme av element av prefabricerade element av betong,311483,0,312625,311483.0,,
e417a410-fe19-41ea-93e6-e66989cbe11a,yttertakskonstruktion med solid stomme av prefabricerade element av autoklaverad lättbetong,"byggdelstyp 32
",AE13,Yttertakskonstruktion med solid stomme av prefabricerade element av autoklaverad lättbetong,311483,0,312626,311483.0,,
a8f231a2-c655-4dba-b0fc-94c5006fe222,yttertakskonstruktion med solid stomme av prefabricerade element av lättklinkerbetong,"byggdelstyp 33
",AE14,Yttertakskonstruktion med solid stomme av prefabricerade element av lättklinkerbetong,311483,0,312627,311483.0,,
9b38f041-d3ff-409c-8952-22acaa276eef,yttertakskonstruktion med solid stomme av prefabricerade element av trä,"byggdelstyp 35
",AE15,Yttertakskonstruktion med solid stomme av prefabricerade element av trä,311483,0,312628,311483.0,,
2ace32fa-47ac-4b1f-a75d-f5e18c38aa4e,yttertakskonstruktion med solid stomme av prefabricerade element av stål,byggdelstyp 34,AE16,Yttertakskonstruktion med solid stomme av prefabricerade element av stål,311483,0,312498,311483.0,,
d26d1c20-c37a-437c-923c-157e15dfa857,yttertakskonstruktion med kärna i form av långsträckta objekt,"primärbärverk
",AE20,Yttertakskonstruktion med balkstomme,575570,0,311409,575570.0,,
4f8feb21-12e7-4d0b-833d-47a23dccb275,yttertakskonstruktion med balkstomme av betong,byggdelstyp 31,AE22,Yttertakskonstruktion med balkar av betong,311409,0,312507,311409.0,,
ecccf626-4827-4ad5-96a5-bd0e77719b87,yttertakskonstruktion med balkstomme av trä,byggdelstyp 35,AE25,Yttertakskonstruktion med balkar av trä,311409,0,312505,311409.0,,
d54a91b1-0e86-4b55-83dd-11aa50f51bbf,yttertakskonstruktion med balkstomme av stål,byggdelstyp 34,AE26,Yttertakskonstruktion med balkar av stål,311409,0,312506,311409.0,,
1f9bd98c-f38c-41fc-a2d9-a0433da13679,yttertakskonstruktion med kärna i form av sammanfogade skikt,,AE40,Yttertakskonstruktion med stomme av sandwichkonstruktion,575570,0,311410,575570.0,,
7687b731-0e2d-4e4c-a10b-40f96b4503c9,yttertakskonstruktion med kärna i form av block,,AE50,Yttertakskonstruktion med murad stomme,575570,0,311411,575570.0,,
ae4cab4f-2e31-40fb-831a-ad9dac4556c0,rörlig yttertakskonstruktion,,AE60,Rörlig yttertakskonstruktion,575570,0,311412,575570.0,,
d17a70b8-5726-43b6-bc8a-c416f8a4fe7a,yttertakskonstruktion av bearbetat berg,,AE70,Bergtunneltakskonstruktion,575570,0,311413,575570.0,,
6e946533-2029-4b34-9731-92565cf815a5,konstruktivt system för manuell eller automatiserad avkänning och/eller påverkan på processer och händelser,"Övervakning, styrning och reglering",L_,"Övervakande, styrande och reglerande system",0,0,575639,,,
b0ef22dd-ea26-495c-8062-a57a7d19bf07,"övervakande, styrande och reglerande system för 
processer i en central enhet","Styrning och reglering, styrsystem",LC,Automationssystem,575639,0,575642,575639.0,,
e1e67820-8d01-44d2-8ea8-e66d475026c8,"övervakande, styrande och reglerande system som larmar i händelse av farligt eller oönskat tillstånd","Larm, trygghetslarm, inbrottslarm, varularm",LE,Larmsystem,575639,0,575644,575639.0,,
ebcd8572-6a97-48a9-a785-a7cf955a6045,larmsystem för bristande funktion,"Driftlarm, övervakningssystem
",LE10,Felsignaleringssystem,575644,0,311506,575644.0,,
91373bee-003a-4c5a-a197-4f55ae746754,felsignaleringssystem med automatisk aktivering,,LE11,Automatiskt felsignaleringssystem,311506,0,312575,311506.0,,
c1666c32-881c-4252-b6b0-2d52a0f5723d,felsignaleringssystem med manuell aktivering,Nödsignalsystem,LE12,Manuellt felsignaleringssystem,311506,0,312576,311506.0,,
64100612-dcc7-4a48-b109-9647dc676210,larmsystem för vätskenivå,,LE20,Vätskelarm,575644,0,311507,575644.0,,
9a07e1f6-93c6-4209-8e59-5a43daea65ad,larmsystem för utrymme,"Inbrottslarm, utbrytningslarm, områdeslarm, stängsellarm, inpasseringslarm, skalskydd, försåtsskydd, volymskydd, punktskydd, passagelarm, rymningslarm
",LE30,Utrymmeslarm,575644,0,311508,575644.0,,
bec97383-fa9d-466c-afe6-71f05affc69e,utrymmeslarm för obehörig passage genom omslutningsyta,"stängsellarm, fönsterlarm",LE31,Skalskyddslarm,311508,0,312563,311508.0,,
31b760c0-fc13-45fe-8741-6f68196d86b7,utrymmeslarm för obehörig passage genom eller beträdande av område,,LE32,Försåtskyddslarm,311508,0,312564,311508.0,,
f8d32d53-aae2-4ea7-bc12-3392fadeb806,utrymmeslarm för specifikt område,områdeslarm,LE33,Volymskyddslarm,311508,0,312565,311508.0,,
4b8928dd-9fa0-4aaf-b055-6a1f80656dcd,utrymmeslarm för specifikt objekt eller utrymme,,LE34,Punktskyddslarm,311508,0,312566,311508.0,,
def73756-2648-4edc-a276-6b1e869cf5ab,larmsystem för akut behov att utrymma,,LE40,Utrymningslarm,575644,0,311509,575644.0,,
8c173a28-fc88-42c4-85b5-098284b54b07,larmsystem för föremål,,LE50,Larm för föremål,575644,0,311510,575644.0,,
c4083a24-ee2b-4892-8c99-36138835b8c1,larmsystem för spårtrafik,,LE60,Larm för spårtrafik,575644,0,311511,575644.0,,
d7cf6919-193d-41c2-b08f-b17961f9fc12,övervakande system som tillhandahåller fjärravläst data,"Kameraövervakning, CCTV, ITV",LF,Fjärrövervakningssystem,575639,0,575645,575639.0,"""Video surveillance system"" i ISO/IEC 81346-12:2018. Definition: ""Monitoring system which provides remote visual monitoring"".",
e7766c89-f5f0-4cab-9545-1eccad116393,fjärrövervakningssystem med bildregistrering,,LF10,Kameraövervakningssystem,575645,0,311512,575645.0,,
4e1459ae-3d23-4432-b7be-4e99e2f6ab91,fjärrövervakningssystem med med radarutrustning,,LF20,Radarövervakningssystem,575645,0,311513,575645.0,,
0ba2a620-5000-45bd-a141-9cfa3066fe2c,fjärrövervakningssystem med ljudregistrering,,LF30,Ljudövervakningssystem,575645,0,311514,575645.0,,
d05fb0de-7f26-4ba9-949c-9df36a475376,fjärrövervakningssystem med viktsensor,,LF40,Viktövervakningssystem,575645,0,311515,575645.0,,
d301ee61-de88-4378-bc1f-abb90b406735,detekterande övervakningssystem med multipla metoder,,LF50,Kombinerat övervakningssystem,575645,0,311516,575645.0,,
cda7b50a-0ffb-44b5-8db1-4615c295f596,"övervakande, styrande och reglerande system för finansiell transaktion",Betalning,LG,Betalsystem,575639,0,575646,575639.0,Ej i ISO/IEC 81346-12:2018.,
1bbfac67-8166-437f-80f2-aa6331bad38e,betalsystem med automatisk registrering,"Trängselskattsystem
",LG10,Automatiskt betalsystem,575646,0,311517,575646.0,,
9669ac0d-639f-44f7-a9c1-10d2dbc0bbc8,betalsystem med manuell registrering,"Biljettsystem, pollettsystem
",LG20,Manuellt betalsystem,575646,0,311518,575646.0,,
14d2a418-b129-43aa-8b84-dae827d1c6d6,betalsystem integrerat med tillträdesfunktion,"Biljettspärr
",LG30,Betal- och passagesystem,575646,0,311519,575646.0,,
dd53227f-81a9-4071-84e8-ca6722860a77,"övervakande, styrande och reglerande system för avstängning av trafik ","vägskydd, plankorsningsanordning",LH,Trafikavstängningssystem,575639,0,575647,575639.0,Ej i ISO/IEC 81346-12:2018.,
93e56fb0-215c-4018-bab3-555f967cc22e,trafikavstängningssystem med manuella anordningar,,LH10,Manuella avstängningsanordningar,575647,0,311520,575647.0,,
468a729f-ee5f-4fa2-bcdf-a9899c39f3cb,trafikavstängningssystem med fjärrstyrda anordningar,,LH20,Fjärrstyrda avstängningsanordningar,575647,0,311521,575647.0,,
d43ae797-cd19-44c9-be27-f9fcacf182c2,trafikavstängningssystem med autonoma anordningar,,LH30,Autonoma avstängningsanordningar,575647,0,311522,575647.0,,
f6c0dc99-d08f-49f6-abac-6ae97c90eb2a,övervakande system som larmar i händelse av gasutsläpp,Gaslarm,LA,Gaslarmssystem,575639,0,575640,575639.0,,
3c0d82d5-5cf2-4a40-9c6c-e094ab475335,övervakande system som larmar i händelse av brand,"Brandlarm, brandvarnare",LB,Brandlarmssystem,575639,0,575641,575639.0,,
4df5ee0d-6c15-4a6b-a958-b991f3a7846b,"övervakande, styrande och reglerande system för auktoriserat tillträde","Låssystem, kodlåssystem, digitalt låssystem, nyckelfritt låssystem, elektroniskt nyckelsystem, mekaniskt låssystem, elektromekaniskt låssystem, elektroniskt nyckelsystem, dörrkontrollsystem",LD,Entré- och passerkontrollsystem,575639,0,575643,575639.0,"Ett komplett system för entré- och passerkontrll omfattar dels ett LD12 Elektromekaniskt lås, dels ett LD20 Passerkontrollsystem.",
774ab10a-4c12-46aa-8ff4-9c89ab7e1416,entrékontrollsystem för låsning/upplåsning,,LD10,Låssystem,575643,0,311599,575643.0,,
1ed3cd50-d61e-494f-a161-925fe5f02e87,låssystem med manuell manövrering,,LD11,Mekaniskt låssystem,311599,0,312488,311599.0,,
7576e06f-4a21-492d-aa63-e176c9f7acfb,låssystem med eldriven manövrering,"elslutbleck, motorlås",LD12,Elektromekaniskt låssystem,311599,0,312489,311599.0,BSAB96 - 64.CCB/1 Entré- och passerkontrollsystem – elektromekaniska låssystem,
9cacd566-0c8a-4549-b266-9af952602e85,"entré-och passerkontrollsystem för styrning av behörighet, för låsning/upplåsning, och för kontroll av låsstatus","Kodlåssystem, digitalt låssystem, nyckelfritt låssystem, elektroniskt nyckelsystem",LD20,Passerkontrollsystem,575643,0,311600,575643.0,"BSAB96 - 64.CCB/2 Entré- och passerkontrollsystem – kodlåssystem
BSAB96 - 64.CCB/3 Entré- och passerkontrollsystem – passerkontrollsystem
BSAB96 - 64.CCB/4 Entré- och passerkontrollsystem – elektroniskt nyckelsystem",
51c18841-0326-4aab-9ad1-1699087c8c12,entrékontrollsystem för låsstatus,-,LD30,Dörrkontrollsystem,575643,0,311601,575643.0,BSAB96 - 64.CCC Dörrkontrollsystem,
9cc1b199-5b1e-40b9-b743-dc0baea6f2b2,konstruktivt system som aktivt skyddar mot fara eller oönskat tillstånd,Skydd,P_,Skyddande system,0,0,575653,,,
82ec93ed-24bf-4354-a5d8-7dcd5fdb7703,skyddande system mot elektrisk överspänning,Åskskyddssystem,PD,Överspänningsskyddssystem,575653,0,575657,575653.0,"Klass ""Lightning protection system"" i IEC/ISO 81346-12:2018. Definition ""protection system against lightning"".",
6d197858-3ea4-487f-b3bc-7943642d0451,jordningssystem för blixtnedslag,,PD10,Åskskyddssystem,575657,0,311355,575657.0,,
c6b6a00d-a2ee-4937-ac64-57558e122f07,skyddande system för metall mot korrosion,,PE,Katodiskt korrosionsskyddssystem,575653,0,575658,575653.0,,
600c4a4a-2386-44ca-a700-ac64da5a5249,skyddande system mot personskada,"nöddusch, ögondusch",PF,Personskyddssystem,575653,0,575659,575653.0,Ej i ISO/IEC 81346-12:2018.,
885f599c-2b9c-45d6-a785-28872fe4a029,personskyddande system för nöddusch,akutdusch,PF10,Nödduschsystem,575659,0,311534,575659.0,,
e28a74fd-27f7-4437-aa58-cc3bd10ae9f2,personskyddande system för ögontvätt,,PF20,Ögontvättsystem,575659,0,311535,575659.0,,
7e6cf6e9-f9ed-4d0e-9634-c3ac084adb76,skyddande system mot obalanserade elektriska laddningar,,PG,System för skydd mot statisk elektricitet,575653,0,575676,575653.0,Ej i ISO/IEC 81346-12:2018.,
fc7569e2-e07f-4a9a-b59a-138d211b6d73,System för skydd mot elektromagnetisk störning,,PH,System för skydd mot elektromagnetisk störning,575653,0,575677,575653.0,Ej i ISO/IEC 81346-12:2018.,
2b86efc3-aa17-4a7a-8fad-0a0a11bf15af,System för begränsning av elektriskt eller magnetiskt fält,,PJ,System för begränsning av elektriskt eller magnetiskt fält,575653,0,575678,575653.0,Ej i ISO/IEC 81346-12:2018.,
6c41c89c-3a8e-4c75-825f-cc03082e57e2,system för begränsning av elektriskt fält,,PJ10,System för begränsning av elektriskt fält,575678,0,311536,575678.0,,
8eddd56d-47a8-49dc-ad82-1824e5e72d66,system för begränsning av magnetiskt fält,,PJ20,System för begränsning av magnetiskt fält,575678,0,311537,575678.0,,
44ea0734-b310-4af0-8dfd-4afbbc3ee264,skyddande system mot brand genom släckning,"sprinklersystem, släckvattensystem, skumsläckningssystem, pulversläcksystem",PB,Brandsläckningssystem,575653,0,575655,575653.0,,
58e2dbab-81a4-4be7-b9a3-205b2ddbd86c,brandsläckningssystem med vatten,"Brandpostsystem, brandvattensystem, vattensprinklersystem",PB10,Släckvattensystem,575655,0,311352,575655.0,,
4610791d-8964-4e8e-8b83-f47ef6c8f7ab,brandsläckningssystem med inert gas,"Brandsläckning med inert gas
",PB20,Gassläcksystem,575655,0,311353,575655.0,,
c545f907-f7db-479b-9ef7-8c324c30a94e,brandsläckningssystem med skum,,PB30,Skumsläckningssystem,575655,0,311354,575655.0,,
ad203d2a-6ef1-4485-90b6-4bc95e077358,brandsläckningssystem med pulver,,PB40,Pulversläcksystem,575655,0,311359,575655.0,,
d1d5ac93-e91b-4f1f-b38c-66c4e3fc9ee5,skyddande system mot farliga elströmmar genom jordning av elektriska system,"Djupjordningssystem, jordning, jordtagssystem, nedledarsystem för åskskydd, potentialutjämningssystem, ringledarsystem, skyddsutjämningssystem, uppfångarsystem för åskskydd",PC,Jordningssystem,575653,0,575656,575653.0,,
b66d0487-2557-4e1e-8d5c-d2de0d321229,skyddande system som öppnar eller stänger dörrar och fönster vid brand,branddörrstängning,PA,Brandskyddssystem,575653,0,575654,575653.0,,
1999cd01-d02c-4be5-a2d1-b6a7c5707ed7,brandskyddssystem för stängning av branddörrar,branddörrstängning,PA10,Branddörrstängningssystem,575654,0,311533,575654.0,,
