globalIdentifier,definition,note,identifier,title,parentId,statusId,id,example,parent
888453d8-1742-4743-b0d5-8746d043755d,installationssystem för ljushantering,"Q Belysnings- och dagsljussystem omfattar – förutom belysning som drivs av elektricitet, gas och vätska – metoder för att få in dagsljus i utrymmen, till exempel ljusschakt, ljustunnlar, speglar och optiska fibrer. Fönster ingår i B Väggsystem och D Yttertakssystem.

Gränsdragningen mellan försörjande system för el, gas och vätska dras enklast vid anslutningen till armaturen. Belysningssystemet omfattar då endast armaturer och ljuskällor. Andra gränsdragningar är möjliga att göra, till exempel att Q omfattar också kablar och ledningar från gruppcentral eller motsvarande fördelningspunkt.

Belysningsstolpar, stegar och andra upphängningsanordningar ingår i S.BH Anordningar > Kanalisation.",Q,Belysnings- och dagsljussystem,575550,0,575561,"allmänbelysningssystem, platsbelysningssystem, nödbelysningssystem, reservbelysningssystem, dekorationsbelysningssystem, elbelysning, dagsljussystem, solavskärmning, mörkläggning",575550.0
8874724a-d869-4d72-87e0-6d5057158c18,belysnings- och dagsljussystem för allmän aktivitet,,Q10,Allmänbelysningssystem,575561,0,311330,"Industri- och hamnbelysning, sport- och friluftsanläggningsbelysning, trafikbelysning",575561.0
c06f72d3-db5d-4221-b411-cd392edb110c,allmänbelysningssystem för byggnadsutrymme,,Q11,Allmänbelysningssystem för byggnad,311330,0,312386,"rumsbelysning, balkongbelysning",311330.0
0ff36d54-23ea-4c8c-ac1d-1469afe07c0a,allmänbelysningssystem för utomhusutrymme,,Q12,Allmänbelysningssystem för utemiljö,311330,0,312387,gårdsbelysning,311330.0
eb7b451d-3567-4074-801c-9dcc63b4e1f7,allmänbelysningssystem för trafikanläggning,,Q13,Allmänbelysningssystem för trafik,311330,0,312388,"Belysning av platta, cykelvägsbelysning, gångbanebelysning, spårbelysning, tunnelbelysning, vägbelysning
",311330.0
c4171963-1772-4f5c-bee7-6eb184fd7e85,allmänbelysningssystem för industri- och hamnområde,,Q14,Allmänbelysningssystem för industri och hamn,311330,0,312389,,311330.0
6faaa001-34ff-4671-a894-f8c9877ad889,allmänbelysningssystem för sport- och friluftsområde,,Q15,Allmänbelysningssystem för sport- och friluftsanläggning,311330,0,312390,,311330.0
6408988b-009a-4640-bccc-e838a95a9350,belysnings- och dagsljussystem för speciell aktivitet,,Q20,Platsbelysningssystem,575561,0,311331,"Arbetsplatsbelysning
",575561.0
202dd745-72fd-4651-bd35-7dffbf4059c0,platsbelysningssystem för byggnadsutrymme,,Q21,Platsbelysningssystem för byggnad,311331,0,312372,arbetsplatsbelysning,311331.0
11fe0637-cbcd-4124-9e7a-e75aa6f8e066,platsbelysningssystem för trafikanläggning,,Q22,Platsbelysningssystem för trafik,311331,0,312373,"belysning vid övergångsställe, belysning vid cirkulationsplats",311331.0
19957fec-6bc6-43cd-8507-dfad838976b1,platsbelysningssystem för främjande av organisk tillväxt,,Q23,Platsbelysningssystem för odling,311331,0,312368,,311331.0
7b87ea5b-7a68-4127-a86d-a84b5b0e948a,belysningssystem som tänds automatiskt vid fallerande allmänbelysning,,Q30,Nödbelysningssystem,575561,0,311332,"Utrymningsbelysning
",575561.0
6d2155e7-b6bc-4102-9bab-ab25c178eea4,belysningssystem som tillfällig ersättning för ordinarie system,,Q40,Reservbelysningssystem,575561,0,311333,,575561.0
a24c243e-3711-4a98-bb31-c251531b7456,belysnings- och dagsljussystem för estetiska syften,,Q50,Dekorationsbelysningssystem,575561,0,311334,,575561.0
fa07d42d-d6f3-44e5-a3c0-16bf596b7525,belysningssystem för vägledande skyltning även vid fallerande allmänbelysning,,Q60,Belysningssystem för vägledande skyltning,575561,0,311341,,575561.0
0cdaf880-318a-4510-a2f2-cfdb2a0ad269,installationssystem som skyddar mot fara och skada,,P,Säkerhets- och skyddssystem,575550,0,575560,"brandsäkerhetssystem, skalskyddssystem, personsäkerhetssystem, elsäkerhetssystem",575550.0
7769b8e7-e108-4922-ae4d-011d888340c9,säkerhets- och skyddssystem mot brand,,P10,Brandsäkerhetssystem,575560,0,311338,,575560.0
943928ae-c854-44fc-8f92-d132a40a82aa,säkerhets- och skyddssystem mot oönskad personrörelse,,P20,Personrörelseskyddssystem,575560,0,311335,"Passagekontrollsystem, skalskyddslarm, inbrottslarm, rymningslarm, övervakningssystem",575560.0
9affc28c-efb7-4fab-bde1-65a33b205d1e,säkerhets- och skyddssystem mot personskada,,P30,Personsäkerhetssystem,575560,0,311336,,575560.0
4d16dd7a-947d-40c1-86d0-ca43abe4b1ae,säkerhets- och skyddssystem mot elskador,,P40,Elsäkerhetssystem,575560,0,311337,,575560.0
5ca5f187-6509-46af-acc9-9fec50de20eb,installationssystem som tillför elektrisk energi,"Det funktionella systemet K Elkraftsystem består typiskt av de konstruktiva systemen HG Elkraftförsörjningssystem – via egen produktion eller el-leverantör – och JK Elkraftsdistributionssystem.  

K Elkraftsystem försörjer många av de övriga installationssystemen. Gränsen mellan systemen ligger vanligen i den punkt där elkabeln ansluts till det el-användande objektet. Detta gäller även elektrisk belysning, där anslutningen görs i en armatur. Andra gränsdragningar är möjliga att göra, till exempel att belysningssystemet omfattar också elkablar från gruppcentral.

Kanalisation för el ingår i S.BH Anordningar > Kanalisation.",K,Elkraftssystem,575550,0,575556,"reservkraftssystem, nödkraftssystem",575550.0
0f0ab7c1-f6cf-4056-9ac7-fad211a57834,elkraftssystem för ordinarie drift,,K10,Primärt elkraftssystem,575556,0,311316,,575556.0
5703b64d-60fd-4772-8d83-3c07357ec75a,elkraftssystem för kontinuerlig drift under störd extern försörjning,,K20,Avbrottsfritt elkraftssystem,575556,0,311317,"UPS, MVL, mycket viktig last",575556.0
2245b191-2901-44aa-9de3-9c451022a730,elkraftssystem för drift under störd extern försörjning av delar nödvändiga för hälsa och säkerhet samt för att undvika skador,,K30,Nödkraftssystem,575556,0,311318,"
",575556.0
83c1669c-7f0f-4ead-a9b3-f9755a8ed62b,elkraftssystem för drift under störd extern försörjning av andra än personsäkerhetsskäl,,K40,Reservkraftssystem,575556,0,311340,,575556.0
9708a1a3-04e3-4573-8f82-1a7e8bf1b1bf,funktionellt system som utrustar utrymmen,"Det finns tre grupper av funktionella system (siffrorna 1, 2 och 3 betyder dock ingenting, utan är endast en ordningsföljd): 

1. ""utrymmesskapande system"" som ger byggnadsverket sin form, till exempel väggar, bjälklag och överbyggnader.
2. ""installationssystem"" som exempelvis försörjer med media, som värmer och kyler, som trans­porterar och som styr och övervakar.
3. ""utrustande system"" som förser byggnadsverket och dess utrymmen med inredning och utrustning.",3,Utrustande system,0,0,575562,,
a798cf26-373a-4783-addd-addcc9ba5d3a,utrustande system som förser en trafikanläggning med anordningar för styrning och reglering av trafik,Ej i ISO/IEC 81346-12:2018.,T,Trafikanordningar,575562,0,575564,"trafikutrustning, bommar, trafiksignaler, trafikskyltar, trafiksignalssystem, trafikavstängningssystem, hastighetsövervakningssystem, fordonskontrollsystem, flygplatsljussystem, flygtrafikljussystem",575562.0
37a5b7b0-6cb2-4bed-ba99-ec67cbfed0a1,trafikanordningar för signalering till väg- och järnvägstrafikant,,T10,Trafiksignaleringssystem,575564,0,311322,"spårtrafiksignal, trafikljus, trafikskyltning, vägtrafiksignal, vägmärken,  vägmarkeringar",575564.0
c88998b7-e745-4dee-a521-9617e6f3c4a2,trafiksignalsystem för allmän väg- och järnvägstrafik,,T11,Fordonstrafiksignalssystem,311322,0,312413,Vägskyddsanläggning,311322.0
31ca253c-1816-442b-928f-5529748eef58,trafiksignalsystem för specifika trafikslag,,T12,Selektivt styrd trafiksignalering,311322,0,312403,,311322.0
2f872fa1-7463-4257-864a-53f65daeeaf0,trafiksignalsystem för påfartstrafik,,T13,Påfartsregleringssystem,311322,0,312406,Rampstyrning,311322.0
19d37647-ae82-4b0d-a56d-91b4e6ee4395,trafiksignalsystem för gång- och cykeltrafik,,T14,Gång- och cykeltrafiksignalssystem,311322,0,312410,,311322.0
419c89ac-b91b-4d13-bcf1-7ec96dd7afa3,trafiksignalsystem som varnar för köbildning,,T15,Kövarningssystem,311322,0,312400,,311322.0
54bcaa7e-fa4c-485e-ab52-3b9bf70ffc14,trafiksignalsystem för ändring av riktning av körfält,,T16,Reversibla körfält,311322,0,312402,,311322.0
a4660afc-d92d-4a02-bc25-869acb8e2b0b,trafiksignalsystem som informerar om trafikförutsättningar,,T17,Trafikvarningssystem,311322,0,312374,,311322.0
465255cb-7fd9-43cf-84ed-21a0ca6edb45,trafikanordningar för avstängning av trafik ,,T20,Trafikavstängningssystem,575564,0,311327,,575564.0
b3ee8052-701b-46a8-8ca5-815c9afb3327,trafikanordningar för övervakning av fordonshastighet,,T30,Hastighetsövervakningssystem,575564,0,311328,,575564.0
ee135beb-2aa9-4a34-9635-d135399e1f54,hastighetövervakningssystem  för fordon,,T31,Automatiskt hastighetskontrollsystem,311328,0,312396,"ATK, automatiskt trafikkontrollsystem, fartkamerasystem, hastighetsövervakning",311328.0
2c4159b6-62da-4cfa-b5d1-7a7ca62efb55,"hastighetsövervakningssystem för fordon, kapabelt att sänka hastigheten",,T32,System för hastighetsövervakning och hastighetsreducering,311328,0,312397,"Automatic Train Control (ATC), Automatic Train Protection (ATP), European Train Control System (ETCS)",311328.0
8c76fbd9-5b89-427d-8a04-003b9b336c88,hastighetsövervakningssystem för påminnelse om gällande hastighetsgräns,,T33,Hastighetspåminnelsesystem,311328,0,312398,,311328.0
32e4aedd-dd0c-41e3-a5d9-6bab567eddc0,trafikanordningar för kontroll av fordon ,,T40,Fordonskontrollsystem,575564,0,311329,,575564.0
481827cc-407b-47f8-8cb2-ca19b8955852,fordonskontrollsystem för identifiering,,T41,Fordonsidentifieringssystem,311329,0,312391,,311329.0
3aa2f4ab-a6c2-4f3b-9b13-350242d61365,fordonskontrollsystem för närvaro,,T42,Fordonsdetekteringssystem,311329,0,312392,"Spökförardetektering, trafikmätningssystem, trafikräkning",311329.0
989e1f9a-2cfb-4081-8873-95a9f6ac8771,fordonskontrollsystem för skada,,T43,Fordonsskadedetekteringssystem,311329,0,312393,,311329.0
7bde0599-8891-4f1f-aac0-b64e975d5141,fordonskontrollsystem för bromsar,,T44,Fordonsbromskontrollsystem,311329,0,312394,,311329.0
31d7307e-1dd7-4f56-9cae-1581f1c6c5ba,fordonskontrollsystem för vikt,,T45,Fordonsviktkontrollsystem,311329,0,312395,,311329.0
d68decc6-0e94-44e1-97a9-a65210362c31,"utrustande system som förser ett byggnadsverk och dess utrymmen med inredning, tillbehör och utrustning","Det funktionella systemet S Anordningar omfattar alla typer av kompletteringar till byggdelar och utrymmen som bidrar till tänkt verksamhet.

Här ingår också kanalisation, som gör att ledningar i installationer förläggs på säkert sätt, och så att de inte inkräktar på verksamheten.",S,Anordningar,575562,0,575563,"Bruksanordningar, sakvaror, skydds- och tillträdesanordningar, produktionsanordningar, underhållsanordningar, klimatavskärmande anordningar, lyftanordningar, rumsskapande anordningar, estetiska anordningar, kompletteringar, anläggningskompletteringar, rumskompletteringar, möblering, inredning, utrustning, skyltar (utom trafikskyltar)",575562.0
